movie_id,title,budget_rank,budget,revenue,gross_profit,release_date,release_season,runtime,vote_average,vote_count
13150,Pride and Glory,2019.0,30000000,31148328,1148328,2008-09-09,Fall,130,6.3,243
13414,Fifty Pills,,,,,2006-04-26,Spring,85,5.3,15
14325,The Express,1502.0,40000000,9793496,-30206504,2008-10-10,Fall,130,7.1,71
41474,Lone Wolf and Cub: Baby Cart to Hades,,,,,1972-08-01,Summer,89,6.7,30
41477,Lone Wolf and Cub: Baby Cart in Peril,,,,,1972-11-15,Fall,81,6.9,29
16068,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,,,,,2002-01-19,Winter,90,5.9,27
15289,Babylon 5: The Lost Tales - Voices in the Dark,,,,,2007-07-31,Summer,75,6.4,29
56295,The Love of Siam,,,,,2007-11-22,Fall,154,6.9,19
13809,RockNRolla,3027.0,18000000,25739015,7739015,2008-09-04,Fall,114,6.9,851
34100,Zen Noir,,,,,2004-04-21,Spring,71,,
11887,High School Musical 3: Senior Year,,,,,2008-10-22,Fall,116,6.1,858
41073,The Wicked Lady,14035.0,,,,1945-11-15,Fall,104,5.7,10
83683,I Can Get it For You Wholesale,14035.0,,,,1951-04-05,Spring,91,6.5,1
59403,The Adventures of Huckleberry Finn,14035.0,,,,1939-02-10,Winter,91,7.0,3
69299,Resistance,,,,,2003-07-16,Summer,92,,
13253,Futurama: Bender's Game,,,,,2008-11-03,Fall,88,6.9,152
114796,Tin Man,,,,,2007-04-17,Spring,270,6.6,57
17800,Into the West,,,,,2005-06-10,Summer,552,7.8,15
30977,The Adventures of Tom Sawyer,14035.0,,,,1938-02-11,Winter,90,6.7,11
10527,Madagascar: Escape 2 Africa,170.0,150000000,603900354,453900354,2008-10-30,Fall,89,6.2,1866
13506,Admiral,6758.0,2000000,38135878,36135878,2008-06-06,Summer,123,6.8,41
53772,The Affairs of Anatol,14035.0,,,,1921-09-25,Fall,117,6.0,1
8338,Blindness,2395.0,25000000,19844979,-5155021,2008-05-14,Spring,121,6.4,393
3580,Changeling,1010.0,55000000,113020255,58020255,2008-01-30,Winter,141,7.3,1151
36073,Guinea Pig 2: Flower of Flesh and Blood,,,,,1985-10-07,Fall,42,4.8,31
20766,The Road,1805.0,32000000,27635305,-4364695,2009-11-25,Fall,111,6.8,1113
12405,Slumdog Millionaire,3435.0,15000000,377910544,362910544,2008-05-12,Spring,120,7.6,2918
10764,Quantum of Solace,55.0,200000000,586090727,386090727,2008-10-30,Fall,106,6.1,3015
18548,Filth and Wisdom,,,,,2008-02-13,Winter,81,5.4,7
4701,A Tale of Two Cities,14035.0,,,,1958-02-07,Winter,115,6.1,9
15373,Role Models,2091.0,28000000,92380927,64380927,2008-02-03,Winter,99,6.4,575
120828,The Great K&A Train Robbery,14035.0,,,,1926-10-17,Fall,53,5.0,2
173634,Rockin' In The Rockies,14035.0,,,,1945-04-17,Spring,63,3.0,2
8938,Tokyo!,,,,,2008-05-14,Spring,112,6.9,31
16061,Tokyo Gore Police,,,,,2008-10-03,Fall,110,5.8,84
73059,Kozara,,,,,1962-05-15,Spring,124,5.1,4
16166,Sauna,,,,,2010-06-25,Summer,85,6.3,33
2588,Chaotic Ana,4876.0,6500000,,,2007-08-24,Summer,119,6.9,19
13672,JCVD,5081.0,6000000,276891,-5723109,2008-06-04,Summer,96,6.6,155
47184,Repast,14035.0,,,,1951-11-23,Fall,97,8.0,7
158959,Feiern,,,,,2006-06-06,Summer,81,8.0,1
44283,Happily Ever After,,,,,1990-06-20,Summer,75,6.0,6
42884,Cinderella,,,,,1997-11-02,Fall,88,6.1,28
215471,Gold Raiders,14035.0,,,,1951-09-09,Fall,56,,
13516,Slacker Uprising,,,,,2007-09-27,Fall,102,5.9,10
14943,Crows Zero,,,,,2007-10-26,Fall,130,7.0,77
19147,The Man Who Challenged the Devil,,,,,2007-09-28,Fall,106,6.8,8
96395,The Winning of Barbara Worth,14035.0,,,,1926-10-14,Fall,89,7.0,3
52561,The Whole Town's Talking,14035.0,,,,1935-02-22,Winter,93,5.7,7
42664,The War Lord,,,,,1965-11-17,Fall,123,5.9,13
4627,Krabat and the Legend of the Satanic Mill,4589.0,8000000,,,2008-09-07,Fall,120,6.1,63
43052,Säg att du älskar mig,,,,,2006-08-25,Summer,87,4.3,2
21501,Christmas Story,,,,,2007-11-16,Fall,83,7.3,26
16882,The Guard Post,,,,,2008-04-03,Spring,121,5.7,20
127257,Every Stewardess Goes to Heaven,,,,,2002-03-21,Spring,93,5.0,1
49355,Goyokin,,,,,1969-05-01,Spring,124,7.2,11
13655,Camp Rock,,,,,2008-06-20,Summer,94,6.0,432
13905,Farscape: The Peacekeeper Wars,,,,,2004-01-01,Winter,182,7.5,74
11917,Saw V,3954.0,10800000,113857533,103057533,2008-10-23,Fall,92,6.0,848
8892,A Christmas Tale,,,7356393,,2008-05-16,Spring,152,6.7,31
12525,Critters 4,,,,,1992-08-20,Summer,100,4.3,46
82519,Restaurant,,,,,1998-04-18,Spring,107,,
13523,Sex Drive,2913.0,19000000,18755936,-244064,2008-10-16,Fall,109,6.0,348
14655,Soul Men,,,,,2008-11-07,Fall,103,6.3,47
15749,While She Was Out,5081.0,6000000,391410,-5608590,2008-10-27,Fall,108,4.8,36
22358,The Island,,,,,2006-11-23,Fall,112,6.5,38
14405,Beverly Hills Chihuahua,2847.0,20000000,149281606,129281606,2008-10-03,Fall,91,4.9,217
43985,Half Moon,,,,,2006-09-01,Fall,107,6.4,4
20065,Purple Violets,5773.0,4000000,,,2007-04-30,Spring,103,5.7,9
14089,Christmas on Mars,,,,,2008-11-11,Fall,82,7.3,3
208385,The Blue Hour,,,,,2007-01-01,Winter,92,8.0,1
84050,Fanny,,,,,1961-06-28,Summer,134,5.8,9
9999,The Free Will,,,,,2006-08-23,Summer,163,6.6,11
17099,Hanzo the Razor: Sword of Justice,,,,,1972-12-30,Winter,108,6.0,15
58570,Where a Good Man Goes,,,,,1999-05-06,Spring,90,,
29452,The Face of Another,,,,,1966-07-15,Summer,124,7.6,49
125749,The Gaucho,14035.0,,,,1927-11-21,Fall,95,5.0,1
111759,Don Q Son of Zorro,14035.0,,,,1925-06-15,Summer,111,7.0,3
8905,Three Monkeys,,,,,2008-05-16,Spring,109,6.6,34
3520,Casanova '70,,,,,1965-06-15,Summer,125,6.6,10
43372,Bellissima,14035.0,,,,1951-12-27,Winter,108,7.4,23
88435,Tattooed Life,,,,,1965-11-13,Fall,87,8.0,5
77650,Bullfighter and the Lady,14035.0,,,,1951-04-26,Spring,87,4.0,3
17704,The Living Sea,,,87600000,,1995-02-01,Winter,40,5.4,5
36571,The Dirty Dozen: Next Mission,,,,,1985-02-04,Winter,95,3.9,11
36572,The Dirty Dozen: The Deadly Mission,,,,,1987-03-01,Spring,90,4.0,6
37327,Wagon Master,14035.0,,,,1950-04-19,Spring,86,6.2,20
28684,Ring of Darkness,7579.0,750000,,,2004-02-28,Winter,85,5.5,2
8841,The Class,,,28814580,,2008-09-24,Fall,128,6.9,179
54615,When Willie Comes Marching Home,14035.0,,,,1950-02-01,Winter,82,7.0,4
13220,Splinter,,,124191,,2008-10-31,Fall,82,6.0,213
16509,Confessions of a Superhero,,,,,2007-11-02,Fall,92,7.1,9
34867,The Manson Family,,,,,2003-08-18,Summer,95,3.6,10
10565,Kanak Attack,,,,,2000-11-16,Fall,86,7.0,2
6972,Australia,232.0,130000000,49554002,-80445998,2008-11-18,Fall,165,6.3,712
13053,Bolt,170.0,150000000,309979994,159979994,2008-11-21,Fall,98,6.3,1798
32862,Revenge of the Zombies,14035.0,,,,1943-09-17,Fall,61,5.0,4
10139,Milk,2847.0,20000000,54586584,34586584,2008-11-26,Fall,128,7.1,628
29320,The Devil-Doll,14035.0,,,,1936-07-10,Summer,78,6.7,22
8966,Twilight,1565.0,37000000,392616625,355616625,2008-11-20,Fall,122,5.8,3688
16342,The Children,,,,,2008-12-05,Winter,84,6.3,116
13387,Transporter 3,2019.0,30000000,108979549,78979549,2008-11-26,Fall,104,5.9,1110
12193,Four Christmases,574.0,80000000,163733697,83733697,2008-11-26,Fall,88,5.3,337
14574,The Boy in the Striped Pyjamas,3665.0,12500000,20416563,7916563,2008-05-07,Spring,94,7.7,1492
10900,Surveillance,5949.0,3500000,1115493,-2384507,2008-02-08,Winter,97,6.0,111
56256,Stuff and Dough,,,,,2001-06-01,Summer,90,7.4,9
14438,Fireproof,7847.0,500000,33456317,32956317,2008-09-26,Fall,122,7.0,100
14248,Igor,2395.0,25000000,30000000,5000000,2008-09-19,Fall,87,5.6,154
20919,The Devil's Chair,,,,,2007-09-12,Fall,91,4.1,21
12224,Dinotopia,,,,,2002-05-12,Spring,250,5.8,71
10360,Hunger,,,2724474,,2008-05-15,Spring,96,7.2,311
14299,Cadillac Records,3846.0,12000000,,,2008-12-05,Winter,109,6.9,89
13056,Punisher: War Zone,2604.0,20500000,10089373,-10410627,2008-12-05,Winter,102,5.6,298
15026,The Guyver,,,,,1991-01-01,Winter,88,5.5,30
13793,Flashbacks of a Fool,,,1107542,,2008-10-17,Fall,110,7.1,43
35790,Charulata,,,,,1964-04-17,Spring,117,7.2,26
38831,Lady with the Dog,,,,,1960-01-28,Winter,83,4.6,6
45838,The Bell Boy,14035.0,,,,1918-03-18,Spring,33,6.0,3
13394,Shrek the Halls,930.0,60000000,,,2007-11-28,Fall,28,5.8,179
2574,The Lovers,14035.0,,,,1958-09-05,Fall,90,6.5,15
72495,The Blue Light,14035.0,,,,1932-03-24,Spring,85,6.3,7
34283,The Pervert's Guide to Cinema,,,,,2006-10-06,Fall,150,7.2,40
114390,Hospital,,,,,1970-02-01,Winter,84,5.9,4
85844,Women of the Night,14035.0,,,,1948-05-26,Spring,74,6.8,4
14447,A Matter of Loaf and Death,,,,,2008-12-03,Winter,30,7.2,120
17157,Ace of Hearts,,,,,2008-05-06,Spring,100,5.7,6
1964,A Friend of Mine,,,,,2006-10-05,Fall,84,7.5,19
44626,The Long Night,14035.0,,,,1947-05-28,Spring,101,4.2,9
65502,Fools' Parade,,,,,1971-08-18,Summer,98,7.1,4
17912,Gypsy,,,,,1993-12-12,Winter,153,4.8,6
43962,Malaya,14035.0,,,,1949-12-27,Winter,98,6.0,3
28148,Ninja III: The Domination,,,,,1984-09-14,Fall,92,5.9,18
93260,Body of War,,,,,2007-09-11,Fall,87,8.0,2
109539,The Sun Shines Bright,14035.0,,,,1953-05-02,Spring,92,6.6,8
116973,Four Men and a Prayer,14035.0,,,,1938-04-29,Spring,85,6.0,3
74485,A Man Named Pearl,,,,,2006-10-20,Fall,,8.3,2
174122,Dallas - War of The Ewings,,,,,1998-04-23,Spring,120,4.9,4
200311,Much Ado About Something,,,,,2001-09-08,Fall,70,,
10200,The Day the Earth Stood Still,574.0,80000000,233093859,153093859,2008-12-10,Winter,104,5.2,1057
8881,Che: Part One,2019.0,30000000,,,2008-09-05,Fall,134,6.8,209
8880,Che: Part Two,1502.0,40000000,,,2009-01-24,Winter,131,6.7,155
11127,Starship Troopers 3: Marauder,4365.0,9000000,,,2008-07-19,Summer,105,4.2,154
18117,Dean Spanley,,,,,2008-12-12,Winter,100,7.5,22
109711,I Am the Law,14035.0,,,,1938-08-25,Summer,83,3.9,4
18926,Boomerang!,14035.0,,,,1947-02-28,Winter,88,6.8,19
86782,Patterns,14035.0,,,,1956-03-27,Spring,83,7.5,5
25852,Nothing Like the Holidays,,,,,2008-12-12,Winter,98,6.5,17
39407,The Climax,14035.0,,,,1944-10-20,Fall,86,7.0,7
39409,The Strange Door,14035.0,,,,1951-06-21,Summer,81,6.3,7
37584,Pandora's Box,,,,,2008-09-06,Fall,112,6.3,5
14359,Doubt,2847.0,20000000,50907234,30907234,2008-11-27,Fall,104,7.0,445
19486,Cyborg She,4417.0,8500000,,,2008-05-31,Spring,120,6.6,32
126754,The Forgotten One,,,,,1989-09-27,Fall,98,,
13223,Gran Torino,1760.0,33000000,269958228,236958228,2008-12-09,Winter,116,7.8,3181
11499,Frost/Nixon,,,,,2008-10-15,Fall,122,7.2,333
8055,The Reader,1805.0,32000000,113019290,81019290,2008-12-10,Winter,124,7.2,835
3054,The Wrecking Crew,,,2400000,,1968-12-30,Winter,105,6.5,10
14072,Rab Ne Bana Di Jodi,,,,,2008-12-11,Winter,167,6.7,64
20542,Delgo,1502.0,40000000,,,2008-12-12,Winter,94,5.4,15
12449,Room of Death,,,,,2007-11-14,Fall,115,6.2,17
5816,Waiter,,,,,2006-09-28,Fall,95,6.3,8
13980,Sword of the Stranger,,,,,2007-09-29,Fall,103,7.6,69
8276,I've Loved You So Long,,,,,2008-03-19,Spring,115,7.1,70
61751,Jesus is a Palestinian,,,,,1999-04-17,Spring,110,8.0,1
11321,Seven Pounds,1010.0,55000000,168167691,113167691,2008-12-18,Winter,123,7.5,2092
52615,Meltdown: Days of Destruction,,,,,2006-02-27,Winter,90,4.8,4
41966,Pin,,,,,1988-11-25,Fall,103,6.6,31
89453,Love,,,,,2005-04-21,Spring,90,,
120862,The Animal Kingdom,14035.0,,,,1932-12-28,Winter,85,4.7,3
42655,Andromeda Nebula,,,,,1967-12-04,Winter,77,5.0,1
12163,The Wrestler,5081.0,6000000,44703995,38703995,2008-09-07,Fall,109,7.3,1031
14772,The Memory Keeper's Daughter,,,,,2008-04-12,Spring,90,5.5,11
27991,The Little Giant,14035.0,,,,1933-05-20,Spring,76,6.3,6
87894,Mr. Wu,14035.0,,,,1927-03-26,Spring,90,5.0,2
9050,A Chinese Ghost Story II,,,,,1990-07-13,Summer,104,6.5,26
86082,Why We Fight: The Nazis Strike,14035.0,,,,1943-01-01,Winter,42,7.0,2
79090,Why We Fight: The Battle of Britain,14035.0,,,,1943-10-10,Fall,54,6.5,2
47499,Small Cuts,,,,,2003-02-12,Winter,95,5.5,3
60488,Arabian Nights,14035.0,,,,1942-12-25,Winter,86,5.9,10
111302,The Blackbird,14035.0,,,,1926-01-11,Winter,86,6.3,3
112912,Why We Fight: The Battle of Russia,14035.0,,,,1943-01-01,Winter,83,5.0,1
80616,The More the Merrier,14035.0,,,,1943-03-26,Spring,104,5.8,14
2694,Tuya's Marriage,,,,,2006-09-21,Fall,96,7.6,8
39558,Face of a Fugitive,14035.0,,,,1959-05-01,Spring,81,3.9,6
36573,The Dirty Dozen: The Fatal Mission,,,,,1988-02-14,Winter,100,4.6,7
4922,The Curious Case of Benjamin Button,170.0,150000000,333932083,183932083,2008-11-24,Fall,166,7.3,3398
159849,Why We Fight: Divide and Conquer,14035.0,,,,1943-01-01,Winter,57,5.0,1
10201,Yes Man,725.0,70000000,225990978,155990978,2008-12-09,Winter,104,6.4,1869
75686,Hexed,,,,,1993-01-22,Winter,90,5.8,10
297983,On the Rumba River,,,,,2007-09-01,Fall,,,
2253,Valkyrie,642.0,75000000,200276000,125276000,2008-12-25,Winter,121,6.7,1195
14422,Birds of America,,,,,2008-10-09,Fall,85,5.9,22
40873,Pete Seeger: The Power of Song,,,,,2007-09-14,Fall,93,,1
38142,5 Centimeters per Second,5452.0,5000000,,,2007-03-03,Spring,63,7.3,403
34812,H.G. Wells' War of the Worlds,7398.0,1000000,,,2005-06-28,Summer,100,4.4,10
16268,War of the Worlds 2: The Next Wave,,,,,2008-01-01,Winter,90,3.5,21
15033,Constantine's Sword,,,,,2008-04-18,Spring,,4.4,4
14806,Impulse,6758.0,2000000,,,2008-04-15,Spring,101,5.1,12
51817,Zamfir's Zona,,,,,2002-10-31,Fall,104,7.3,6
84397,Double Dynamite,14035.0,,,,1951-12-25,Winter,80,5.8,2
59158,The Death Kiss,14035.0,,,,1932-12-05,Winter,75,3.1,7
105371,Girls Rock!,,,,,2008-03-07,Spring,90,,
6936,Ben X,7008.0,1500000,,,2007-08-26,Summer,90,7.0,90
13954,Alien Raiders,,,,,2008-09-21,Fall,85,5.1,61
13406,Trainwreck: My Life as an Idiot,,,,,2007-06-14,Summer,90,5.4,15
14357,The King of Ping Pong,,,,,2008-01-18,Winter,107,6.5,4
185156,Jane Austen in Manhattan,,,,,1980-07-01,Summer,108,9.0,1
10202,Bedtime Stories,574.0,80000000,212874442,132874442,2008-12-24,Winter,99,5.9,924
28564,Manhattan Melodrama,14035.0,,,,1934-05-04,Spring,93,6.3,19
23604,Two Days,,,,,2003-05-01,Spring,91,6.1,7
13973,Choke,6230.0,3000000,3830137,830137,2008-09-26,Fall,92,6.0,128
4148,Revolutionary Road,1725.0,35000000,75225693,40225693,2008-12-19,Winter,119,6.8,824
194113,Blackadder Back & Forth,5569.0,4250000,,,1999-12-06,Winter,33,7.1,54
51247,Blackadder's Christmas Carol,,,,,1988-01-01,Winter,43,7.6,44
17845,Loft,5582.0,4185000,,,2008-10-21,Fall,118,7.1,71
13827,"Surfer, Dude",5081.0,6000000,69497,-5930503,2008-09-05,Fall,85,4.7,25
362026,Magnificent 7,,,,,2005-12-13,Winter,85,7.0,1
15676,Nobel Son,5773.0,4000000,333912,-3666088,2007-04-28,Spring,110,6.4,29
15584,Dear Zachary: A Letter to a Son About His Father,,,,,2008-10-31,Fall,95,8.4,146
13971,Wild Child,2847.0,20000000,21972336,1972336,2008-01-01,Winter,98,6.4,421
89573,Chandu the Magician,14035.0,,,,1932-09-18,Fall,71,5.3,6
13813,Defiance,1805.0,32000000,51155219,19155219,2008-12-31,Winter,137,6.7,580
13180,Zeitgeist: Addendum,,,,,2008-10-02,Fall,123,7.2,79
42366,Dr. Jack,14035.0,,,,1922-11-26,Fall,60,6.6,4
14306,Marley & Me,930.0,60000000,244082376,184082376,2008-12-25,Winter,115,6.9,1392
8049,The Grocer's Son,,,,,2007-06-15,Summer,96,6.5,13
20028,Decoy,14035.0,,,,1946-09-14,Fall,76,5.4,6
141971,Blackout,,,,,2008-12-26,Winter,108,6.7,3
31047,Jesse Stone: Night Passage,,,,,2006-01-15,Winter,89,6.7,26
8927,Involuntary,,,,,2008-11-28,Fall,98,6.9,19
12429,Ponyo,1330.0,41677699,187479518,145801819,2008-07-19,Summer,100,7.5,953
53519,High and Dizzy,14035.0,,,,1920-07-11,Summer,26,8.5,2
53518,Now or Never,14035.0,,,,1921-03-27,Spring,35,6.5,2
70191,The Good Guys and the Bad Guys,,,,,1969-11-19,Fall,91,5.4,5
51808,Six in Paris,,,,,1965-05-19,Spring,95,7.2,5
18151,Shadow Company,,,,,2006-03-01,Spring,86,5.3,3
28256,Satan Met a Lady,14035.0,,,,1936-07-22,Summer,74,6.2,10
16205,Jack Brooks: Monster Slayer,,,,,2007-10-09,Fall,85,5.8,60
15331,The Vanishing Point,,,,,2007-11-28,Fall,88,5.2,3
17287,Poultrygeist: Night of the Chicken Dead,,,,,2006-12-26,Winter,103,5.9,41
50988,Young Gods,,,,,2003-10-24,Fall,104,5.2,8
113916,The General Died at Dawn,14035.0,,,,1936-09-02,Fall,98,6.0,2
29741,"Have Rocket, Will Travel",14035.0,,,,1959-08-01,Summer,76,5.8,5
29262,The House of Sand,,,,,2005-05-13,Spring,115,6.7,9
9795,Earthsea,,,,,2004-12-13,Winter,180,5.9,28
87790,Brotherhood of Death,,,,,1976-09-14,Fall,85,5.0,4
26758,Man with the Gun,14035.0,,,,1955-11-05,Fall,83,5.8,11
25528,American Ninja 4: The Annihilation,,,,,1990-10-30,Fall,99,4.8,31
8942,Wendy and Lucy,8179.0,200000,,,2008-05-22,Spring,80,6.4,65
13690,Open Season 2,,,,,2008-09-24,Fall,76,5.6,334
16409,Last Chance Harvey,,,14879423,,2008-12-25,Winter,92,6.1,69
113921,Dallas,14035.0,,,,1950-12-30,Winter,94,5.7,7
14756,Ip Man,3849.0,11715578,21888598,10173020,2008-12-12,Winter,108,7.5,1309
27244,The Dungeonmaster,,,,,1984-08-24,Summer,73,5.0,11
35945,Howling V: The Rebirth,,,,,1989-01-01,Winter,96,3.9,20
54406,The Young Visiters,,,,,2003-12-26,Winter,90,3.8,2
10596,Replicant,3109.0,17000000,,,2001-05-11,Spring,100,5.0,93
60547,The Duel at Silver Creek,14035.0,,,,1952-08-01,Summer,77,7.0,7
368955,The Recruiter,,,,,2008-01-18,Winter,86,6.0,1
49256,Habana Blues,,,,,2005-03-18,Spring,115,6.4,7
86084,Why We Fight: The Battle of China,14035.0,,,,1944-01-01,Winter,62,5.0,1
13944,Passengers,2395.0,25000000,2000000,-23000000,2008-09-26,Fall,93,5.7,214
10199,The Tale of Despereaux,930.0,60000000,50877145,-9122855,2008-12-19,Winter,93,5.8,260
10521,Bride Wars,2019.0,30000000,114663461,84663461,2009-01-09,Winter,89,5.9,884
26235,The Gamers: Dorkness Rising,,,,,2008-01-01,Winter,105,7.6,14
13635,Mesrine: Killer Instinct,,,31055440,,2008-10-22,Fall,113,7.3,243
14435,My Bloody Valentine,3435.0,15000000,100734718,85734718,2009-01-16,Winter,101,5.3,303
21966,Blood and Bones,,,,,2004-11-06,Fall,140,5.7,13
52886,Castaway,,,,,1986-03-05,Spring,117,6.2,21
37373,Island in the Sun,14035.0,,,,1957-06-12,Summer,119,6.0,3
170094,Liberty Kid,,,,,2007-06-17,Summer,92,8.0,1
260528,De fûke,,,,,2000-04-20,Spring,90,,
13177,Battle in Seattle,4589.0,8000000,908847,-7091153,2007-09-07,Fall,99,6.3,75
34696,Fuel,,,,,2009-01-01,Winter,95,,
221861,Aspen,,,,,1991-01-01,Winter,146,,
114403,Model,,,,,1980-06-02,Summer,129,5.0,1
14139,Timecrimes,6311.0,2600000,553198,-2046802,2007-09-20,Fall,92,7.0,313
16999,Fire and Ice: The Dragon Chronicles,6230.0,3000000,,,2008-09-18,Fall,84,4.5,22
8280,The Secret of the Grain,,,,,2007-12-24,Winter,151,7.4,44
125705,Hamlet,,,,,2000-12-10,Winter,178,,
36746,Punk's Not Dead,,,,,2007-07-27,Summer,93,6.3,7
36402,The Welts,,,,,2004-10-08,Fall,91,7.9,7
317,Grbavica: The Land of My Dreams,,,,,2006-03-01,Spring,90,6.9,15
12437,Underworld: Rise of the Lycans,1725.0,35000000,91353501,56353501,2009-01-22,Winter,92,6.2,1447
2309,Inkheart,930.0,60000000,57490374,-2509626,2008-12-11,Winter,106,6.0,610
86363,Gun The Man Down,14035.0,,,,1956-11-15,Fall,76,6.0,1
60542,Albuquerque,14035.0,,,,1948-02-20,Winter,90,7.1,7
162865,Why We Fight: War Comes to America,14035.0,,,,1945-06-14,Summer,70,5.0,1
47658,John Waters: This Filthy World,,,,,2006-11-24,Fall,86,8.2,10
31688,The Soviet Story,,,,,2008-01-01,Winter,86,6.9,10
14076,Shoot on Sight,,,,,2008-08-22,Summer,112,6.2,11
13942,The Alphabet Killer,,,,,2008-11-07,Fall,98,5.2,50
18543,Revenge of the Nerds III: The Next Generation,,,,,1992-06-10,Summer,93,4.0,18
21029,Revenge of the Nerds IV: Nerds In Love,,,,,1994-05-09,Spring,92,3.5,19
50307,Soup to Nuts,14035.0,,,,1930-09-28,Fall,70,3.5,2
49511,Chinese Coffee,,,,,2000-09-02,Fall,99,6.3,16
27440,Save Me,,,,,2007-01-01,Winter,96,5.1,11
13825,The Lazarus Project,4246.0,9750000,558000,-9192000,2008-10-21,Fall,99,6.0,116
250093,The Man,,,,,1972-07-19,Summer,93,8.0,1
15227,Galaxy Express 999,,,,,1979-08-04,Summer,128,6.2,12
14560,Paul Blart: Mall Cop,2178.0,26000000,183293131,157293131,2009-01-15,Winter,91,5.2,807
14410,Notorious,,,43051547,,2009-01-16,Winter,122,6.6,163
13788,The Unborn,3199.0,16000000,76514050,60514050,2009-01-09,Winter,87,4.8,373
13429,Donkey Punch,,,,,2008-07-18,Summer,99,4.5,52
6733,Where Is Fred?,,,,,2006-11-15,Fall,107,6.1,57
14871,Make It Happen,,,,,2008-08-08,Summer,90,5.4,75
35077,Three Strangers,14035.0,,,,1946-01-28,Winter,92,6.2,8
14353,Repo! The Genetic Opera,,,188126,,2008-07-18,Summer,98,6.7,103
27447,Edge of Madness,,,,,2002-01-01,Winter,99,5.8,6
14254,The Uninvited,,,41624046,,2009-01-30,Winter,87,6.3,424
16137,Fear(s) of the Dark,,,,,2008-01-01,Winter,85,6.7,15
17803,12:01,,,,,1993-07-05,Summer,92,6.2,33
101838,Game Over,,,,,2005-08-26,Summer,85,3.5,4
214436,Maria,,,,,2003-11-21,Fall,97,8.3,2
14549,Night Train,,,,,2009-04-15,Spring,87,5.4,50
80193,The Big Stampede,14035.0,,,,1932-10-08,Fall,54,3.2,5
169869,Blue,,,,,1968-05-09,Spring,113,6.3,2
56816,The Visitor,,,,,2008-12-08,Winter,105,6.0,2
38205,Kummeli Goldrush,,,,,1997-12-05,Winter,96,6.8,15
168261,Shadow of the Holy Book,,,,,2007-11-24,Fall,90,5.0,1
10529,Outlander,1172.0,50000000,7033683,-42966317,2008-04-24,Spring,115,6.1,354
75880,Belle of the Nineties,14035.0,,,,1934-09-21,Fall,70,4.5,3
160783,Branded,14035.0,,,,1950-11-03,Fall,104,4.2,5
58782,A Dead Calling,,,,,2006-12-12,Winter,91,2.0,3
62753,Beachhead,14035.0,,,,1954-02-05,Winter,90,4.7,3
417285,Los signos del zodiaco,,,,,1964-02-26,Winter,,,
14582,Passchendaele,,,,,2008-10-17,Fall,114,6.3,26
46595,The Great Ecstasy of Woodcarver Steiner,8515.0,22500,,,1974-01-01,Winter,45,7.4,16
50318,Go Go Tales,5773.0,4000000,907456,-3092544,2007-05-23,Spring,96,5.4,14
253116,Wrestling with Alligators,,,,,1998-01-18,Winter,95,,
94533,The Badlanders,14035.0,,,,1958-09-03,Fall,83,6.1,6
44052,Black Widow,14035.0,,,,1954-10-28,Fall,95,4.0,5
63938,Bad Luck Love,,,,,2000-05-26,Spring,94,6.8,9
1977,The Grudge 3,5452.0,5000000,38610009,33610009,2009-05-12,Spring,90,5.3,150
46725,Indictment: The McMartin Trial,,,,,1995-01-01,Winter,135,6.1,7
13510,Eden Lake,,,3983997,,2008-09-12,Fall,91,6.7,415
15554,Triumph of the Nerds: The Rise of Accidental Empires,,,,,1996-06-22,Summer,165,7.5,11
14836,Coraline,930.0,60000000,124596398,64596398,2009-02-05,Winter,100,7.3,1432
48350,Psychomania,,,,,1973-01-05,Winter,85,6.5,16
97915,Point of Order!,,,,,1964-01-14,Winter,97,5.0,1
15003,Chocolate,,,,,2008-02-06,Winter,110,7.0,99
24194,TerrorVision,,,,,1986-02-14,Winter,83,5.8,43
14851,The Escapist,,,,,2008-06-20,Summer,102,6.4,79
13455,Push,1544.0,38000000,45465299,7465299,2009-02-06,Winter,111,5.9,671
4959,The International,1172.0,50000000,60161391,10161391,2009-02-03,Winter,118,6.0,373
10362,Two Lovers,3846.0,12000000,3148182,-8851818,2008-11-19,Fall,110,6.6,157
10184,He's Just Not That Into You,1502.0,40000000,177259441,137259441,2009-02-06,Winter,129,6.2,988
16170,Jar City,,,,,2006-10-20,Fall,93,6.7,20
14849,Dead Like Me: Life After Death,,,,,2009-02-17,Winter,87,5.8,67
36764,Uuno Turhapuro,,,,,1973-08-24,Summer,87,5.7,3
111459,California,14035.0,,,,1947-02-21,Winter,97,6.3,3
37309,Canyon Passage,14035.0,,,,1946-07-17,Summer,92,6.8,12
131729,The Con,,,,,1998-03-04,Spring,92,5.0,3
52105,Husbands,7398.0,1000000,,,1970-12-08,Winter,131,6.1,16
60539,The Cimarron Kid,14035.0,,,,1952-01-13,Winter,84,6.2,5
28196,The Avenging Conscience: or 'Thou Shalt Not Kill',14035.0,,,,1914-08-02,Summer,78,6.5,4
1560,Singapore Sling,,,,,1990-09-13,Fall,115,7.9,20
85394,33 Scenes from Life,,,,,2008-11-07,Fall,100,6.0,4
15060,Futurama: Into the Wild Green Yonder,,,,,2009-02-23,Winter,90,7.2,134
26900,The Bandit,,,,,1996-11-29,Fall,121,7.5,51
